OTU ID	C0	C7	C15	C25	C40	HP7	HP15	HP25	HP40	LP7	LP15	LP25	LP40
OTU2139	0	3 	1	1	1	3	0	1	2	3	2	1	2
OTU2140	0	1 	1	1	0	2	0	0	0	0	0	0	1
OTU2141	2	2 	2	3	3	2	4	4	0	1	1	3	0
OTU2142	3	1 	1	1	3	1	3	0	1	0	0	1	1
OTU2143	1	1 	1	1	1	0	0	1	0	1	2	0	1
OTU2144	52	40 	48	53	37	47	52	63	69	32	67	61	46
OTU2145	1	1 	0	0	0	1	0	0	0	0	0	1	0
OTU2146	0	1 	0	0	0	1	0	0	1	0	0	0	0
OTU2147	0	1 	0	0	1	1	1	1	0	0	0	0	2
OTU2148	4	5 	5	5	7	7	9	5	0	2	7	1	9
OTU2149	1	1 	1	0	0	2	0	0	0	0	0	0	0
OTU2150	1	2 	3	1	3	1	0	1	3	3	1	0	3
OTU2151	0	3 	12	6	6	3	3	0	1	3	2	4	5
OTU2152	1	1 	3	4	4	1	1	2	3	1	1	1	3
OTU2153	1	1 	0	1	0	0	0	1	0	1	0	0	0
OTU2154	0	3 	4	1	2	3	6	7	7	2	0	4	0
OTU2155	2	1 	0	1	1	1	0	1	0	0	2	0	3
OTU2156	1	1 	0	0	2	0	1	0	1	1	0	0	1
OTU2157	0	1 	0	1	1	1	0	2	0	1	0	1	2
OTU2158	0	1 	1	0	1	0	0	0	0	2	1	0	0
OTU2159	0	1 	0	0	0	1	1	0	1	1	1	0	0
OTU2160	5	5 	2	5	7	5	6	9	9	4	7	6	9
OTU2161	6	9 	4	4	3	14	8	9	6	3	3	6	6
OTU2162	1	1 	0	1	1	0	1	2	0	2	1	2	2
OTU2163	3	8 	10	2	10	5	4	9	10	11	3	6	18
OTU2164	10	8 	6	10	4	4	8	8	7	11	11	3	10
OTU2165	1	1 	1	0	0	1	2	0	0	0	1	0	0
OTU2166	0	0 	0	0	0	0	0	0	0	0	1	0	0
OTU2167	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU2168	2	1 	2	0	2	2	4	0	1	0	3	2	2
OTU2169	0	0 	1	1	0	0	2	1	0	0	0	0	0
OTU2170	4	6 	5	5	11	4	4	2	4	8	13	4	3
OTU2171	22	23 	40	28	32	27	35	15	16	19	29	20	21
OTU2172	2	1 	2	3	4	2	3	2	1	0	2	4	0
OTU2173	1	2 	0	2	1	3	1	1	0	1	1	2	0
OTU2174	2	1 	7	2	5	1	7	2	4	0	5	4	5
OTU2175	0	1 	0	1	3	0	0	1	0	1	2	1	0
OTU2176	0	0 	0	0	0	0	0	0	1	0	0	1	0
OTU2177	7	7 	9	2	4	9	10	5	6	5	9	4	4
OTU2178	1	5 	17	10	8	4	16	8	11	6	9	6	7
OTU2179	2	0 	0	0	0	0	0	0	0	0	1	0	0
OTU2180	2	1 	2	2	3	0	5	2	1	1	0	1	3
OTU2181	1	1 	6	3	2	1	0	4	3	1	5	3	0
OTU2182	1	1 	0	1	2	0	4	0	0	1	0	2	2
OTU2183	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU2184	1	1 	0	0	0	0	0	1	0	1	0	0	0
OTU2185	6	6 	4	9	5	7	12	9	6	4	9	5	1
OTU2186	5	7 	2	4	3	9	3	7	5	4	4	4	4
OTU2187	4	3 	1	5	2	5	3	1	5	0	2	3	5
OTU2188	0	4 	5	5	7	0	6	2	3	7	1	3	7
OTU2189	0	1 	0	0	1	1	0	0	0	0	0	1	0
OTU2190	0	1 	2	5	2	1	0	0	0	0	1	0	1
OTU2191	0	0 	0	0	0	0	0	0	0	0	0	1	0
OTU2192	4	2 	3	1	1	1	2	2	1	3	3	2	2
OTU2193	2	2 	3	1	2	3	3	2	0	1	1	1	2
OTU2194	0	3 	7	6	8	3	5	7	5	2	9	9	12
OTU2195	1	2 	1	3	2	3	2	3	1	1	2	4	1
OTU2196	0	2 	4	4	4	4	2	1	3	0	5	2	2
OTU2197	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU2198	9	5 	9	9	8	3	11	7	8	6	8	9	6
OTU2199	2	2 	0	1	0	0	2	0	0	4	1	0	0
OTU2200	1	1 	0	0	0	1	0	2	1	1	1	1	0
OTU2201	0	0 	1	1	0	0	1	0	0	0	1	0	0
OTU2202	7	7 	4	9	13	7	14	2	10	7	5	4	8
OTU2203	1	1 	0	0	0	1	0	0	0	1	0	0	0
OTU2204	24	20 	14	8	5	27	11	18	6	12	16	9	6
OTU2205	16	14 	11	13	10	15	14	7	7	13	4	6	6
OTU2206	0	1 	0	0	1	0	0	0	0	1	1	1	0
OTU2207	0	1 	0	1	1	1	1	0	1	1	1	0	2
OTU2208	5	8 	5	9	7	11	6	6	9	4	5	8	6
OTU2209	1	0 	0	1	0	0	0	1	1	0	1	0	0
OTU2210	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU2211	0	1 	0	2	1	0	1	0	0	1	1	0	1
OTU2212	6	9 	8	5	3	11	4	9	7	6	1	4	3
OTU2213	4	5 	3	13	22	4	7	10	10	5	8	6	10
OTU2214	14	9 	16	33	16	9	23	22	10	9	11	17	14
OTU2215	6	13 	7	5	1	9	10	6	4	16	8	7	4
OTU2216	2	0 	1	1	1	0	0	1	0	0	0	0	0
OTU2217	30	15 	21	20	19	20	18	29	36	10	24	20	31
OTU2218	1	1 	0	0	0	0	1	0	0	1	0	0	0
OTU2219	0	0 	0	0	1	0	0	0	0	0	0	0	0
OTU2220	0	0 	0	0	0	0	0	0	0	0	0	2	0
OTU2221	0	1 	0	0	0	1	0	0	1	1	0	1	0
OTU2222	0	0 	1	0	1	0	0	0	0	0	0	0	0
OTU2223	10	9 	10	5	3	9	9	7	14	9	10	7	6
OTU2224	8	11 	3	5	5	17	8	7	8	4	5	7	7
OTU2225	11	12 	10	14	14	12	9	22	19	11	15	12	12
OTU2226	1	1 	0	0	0	1	0	0	0	1	1	0	0
OTU2227	0	0 	1	0	0	0	0	0	1	0	0	0	1
OTU2228	0	0 	1	0	0	0	0	0	0	0	0	0	0
OTU2229	0	0 	2	1	1	0	0	0	1	0	0	0	1
OTU2230	1	2 	3	5	3	3	4	1	1	1	3	1	1
OTU2231	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU2232	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU2233	3	2 	2	3	4	3	3	2	2	1	1	1	1
OTU2234	0	2 	2	1	1	2	0	0	3	1	0	0	0
OTU2235	9	11 	20	25	20	11	18	23	22	11	12	11	23
OTU2236	0	0 	0	1	1	0	0	0	0	0	1	1	0
OTU2237	2	4 	2	1	2	4	2	1	2	3	2	0	1
OTU2238	0	1 	0	0	0	1	1	0	0	0	0	2	0
OTU2239	1	0 	0	2	4	0	0	4	1	0	1	0	0
OTU2240	0	0 	0	0	1	0	0	2	0	0	0	0	1
OTU2241	1	0 	1	0	1	0	1	1	0	0	0	0	0
OTU2242	4	6 	7	5	4	4	3	2	1	8	9	8	1
OTU2243	1	1 	3	4	9	1	4	2	6	1	8	5	6
OTU2244	0	2 	0	0	2	0	0	1	0	3	0	0	1
OTU2245	1	5 	0	0	0	7	1	1	0	3	2	0	0
OTU2246	11	11 	19	9	11	14	8	10	3	7	8	6	12
OTU2247	3	1 	5	9	7	2	5	3	1	0	4	4	3
OTU2248	0	1 	0	0	0	0	0	0	0	1	0	3	0
OTU2249	1	1 	0	0	0	0	0	0	0	1	0	2	0
OTU2250	0	2 	3	1	1	1	2	0	1	2	5	0	0
OTU2251	0	1 	0	0	1	2	1	2	3	0	1	2	0
OTU2252	0	0 	0	0	0	0	0	0	0	0	1	0	1
OTU2253	0	1 	1	1	3	1	2	1	1	1	2	6	2
OTU2254	2	1 	1	0	0	0	0	0	0	1	0	0	1
OTU2255	0	1 	0	1	0	1	0	0	1	0	0	1	0
OTU2256	0	1 	0	0	0	1	1	0	0	0	0	0	0
OTU2257	1	0 	5	1	1	0	2	0	0	0	3	3	1
OTU2258	5	3 	0	6	3	4	6	2	3	1	2	0	5
OTU2259	0	0 	1	1	1	0	1	0	0	0	0	0	1
OTU2260	0	0 	0	1	1	0	2	1	0	0	1	0	1
OTU2261	0	1 	0	0	0	1	0	0	0	0	0	1	0
OTU2262	1	3 	4	5	4	2	2	6	7	4	5	11	6
OTU2263	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU2264	2	5 	5	7	3	7	9	3	2	2	2	4	2
OTU2265	0	1 	0	1	1	1	1	0	0	0	1	1	0
OTU2266	0	1 	0	0	0	1	2	0	0	0	0	0	0
OTU2267	0	0 	0	1	0	0	0	0	1	0	0	0	0
OTU2268	2	0 	0	0	0	0	0	1	1	0	0	2	0
OTU2269	9	8 	7	11	8	14	17	4	10	2	5	8	6
OTU2270	1	1 	2	1	1	1	2	0	0	0	0	0	0
OTU2271	0	0 	0	1	0	0	0	1	0	0	0	0	0
OTU2272	0	0 	0	1	0	0	0	0	0	0	0	1	0
OTU2273	0	0 	2	5	4	0	3	2	0	0	1	1	2
OTU2274	11	9 	10	12	13	8	17	9	20	9	18	15	7
OTU2275	2	3 	1	2	1	4	0	3	0	1	2	0	0
OTU2276	0	0 	0	1	0	0	1	1	3	0	3	4	1
OTU2277	0	1 	0	0	4	1	0	0	1	0	0	0	1
OTU2278	3	5 	2	0	1	4	7	3	4	6	3	7	4
OTU2279	2	3 	0	0	0	4	2	0	0	2	0	0	0
OTU2280	0	2 	4	6	5	2	10	6	5	1	5	3	9
OTU2281	115	96 	108	119	99	122	118	122	116	70	107	52	147
OTU2282	5	9 	3	1	3	10	3	6	3	8	6	5	5
OTU2283	0	1 	0	0	0	0	1	2	2	1	2	0	1
OTU2284	0	1 	0	1	0	2	1	0	1	0	1	0	0
OTU2285	0	0 	0	0	0	0	1	0	0	0	0	0	0
OTU2286	5	4 	6	3	6	5	3	1	5	3	2	5	4
OTU2287	1	2 	1	1	0	3	0	0	1	0	0	1	1
OTU2288	0	0 	0	0	1	0	0	0	1	0	2	2	1
OTU2289	3	2 	6	1	7	1	5	3	7	2	2	3	4
OTU2290	0	0 	0	0	17	0	0	0	0	0	0	0	0
OTU2291	0	2 	2	1	0	1	2	3	0	2	0	1	2
OTU2292	0	1 	1	0	0	1	0	0	0	0	0	0	0
OTU2293	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU2294	0	0 	0	0	1	0	0	1	0	0	0	0	0
OTU2295	102	79 	105	159	135	91	127	160	177	66	138	177	199
OTU2296	3	1 	0	0	0	0	1	1	0	1	0	0	1
OTU2297	1	0 	0	2	1	0	0	0	1	0	0	0	1
OTU2298	0	0 	0	0	0	0	3	0	0	0	0	0	0
OTU2299	0	3 	5	2	1	2	2	3	2	4	1	0	5
OTU2300	3	2 	1	1	0	3	0	0	1	0	0	0	1
OTU2301	0	0 	1	1	2	0	0	0	0	0	0	1	0
OTU2302	0	2 	1	1	3	3	1	1	1	0	0	0	1
OTU2303	5	8 	5	7	2	7	4	4	6	9	6	6	6
OTU2304	0	0 	0	0	0	0	0	1	0	0	0	3	1
OTU2305	2	1 	1	1	3	0	5	3	2	2	3	1	4
OTU2306	2	0 	0	0	0	0	0	1	0	0	0	0	0
OTU2307	0	1 	0	4	1	1	0	1	1	0	0	0	1
OTU2308	4	5 	7	1	6	5	6	2	16	5	7	2	7
OTU2309	4	3 	0	0	0	4	0	0	0	1	1	0	0
OTU2310	6	7 	7	15	9	6	14	10	8	8	4	8	6
OTU2311	3	1 	1	5	7	2	4	4	9	0	0	5	8
OTU2312	0	1 	1	1	0	0	0	0	1	1	0	0	0
OTU2313	2	0 	3	0	0	0	0	3	0	0	0	0	0
OTU2314	9	4 	2	0	2	5	7	1	0	3	2	1	0
OTU2315	0	0 	0	0	1	0	0	0	0	0	2	0	1
OTU2316	2	1 	2	2	6	0	1	5	4	1	3	4	1
OTU2317	18	11 	6	9	3	12	20	12	6	10	14	18	8
OTU2318	0	2 	0	1	0	4	0	0	0	0	0	0	0
OTU2319	1	2 	7	5	7	3	6	7	7	1	5	2	7
OTU2320	1	2 	2	0	1	2	0	1	1	1	0	1	3
OTU2321	1	4 	0	0	1	6	3	0	0	1	2	0	0
OTU2322	1	3 	1	0	0	6	1	0	0	0	0	3	1
OTU2323	8	8 	8	8	11	9	7	3	4	7	6	3	8
OTU2324	1	1 	0	1	0	0	1	0	0	1	0	0	0
OTU2325	2	2 	0	0	1	2	1	0	1	2	1	1	0
OTU2326	1	2 	4	1	2	0	2	2	4	4	1	2	3
OTU2327	23	16 	31	17	31	18	35	22	21	14	25	23	19
OTU2328	1	0 	1	0	0	0	0	0	0	0	1	0	0
OTU2329	0	0 	0	0	0	0	0	4	2	0	2	3	2
OTU2330	0	1 	1	0	2	0	0	1	2	1	1	0	0
OTU2331	0	0 	0	0	0	0	0	0	0	0	0	0	1
OTU2332	2	1 	0	0	2	1	0	0	0	0	0	1	1
OTU2333	19	19 	14	23	36	29	16	7	30	9	13	17	23
OTU2334	5	3 	3	1	3	3	5	4	3	3	6	7	3
OTU2335	1	3 	0	2	0	3	1	4	4	2	1	1	0
OTU2336	0	1 	2	1	0	1	1	0	0	1	1	1	0
OTU2337	0	0 	0	1	1	0	1	3	2	0	1	1	1
OTU2338	1	2 	1	1	0	1	0	0	0	2	0	0	0
OTU2339	1	1 	0	2	2	1	0	1	0	0	1	2	3
OTU2340	0	0 	0	1	0	0	1	0	0	0	0	0	0
OTU2341	0	0 	0	0	0	0	0	0	0	0	0	0	1
OTU2342	2	6 	13	8	1	5	7	13	18	7	15	15	4
OTU2343	0	0 	0	0	0	0	1	0	0	0	3	4	0
OTU2344	0	0 	0	1	0	0	1	0	0	0	0	0	0
OTU2345	1	1 	6	4	2	0	0	1	1	1	1	2	1
OTU2346	13	7 	1	10	7	6	5	10	6	7	4	12	7
OTU2347	0	0 	1	1	0	0	0	0	0	0	0	0	0
OTU2348	0	1 	1	0	3	1	0	1	0	0	1	1	0
OTU2349	22	11 	20	12	11	12	24	20	20	10	26	24	19
OTU2350	0	1 	0	0	0	0	0	1	0	1	1	1	0
OTU2351	1	0 	0	2	1	0	1	1	1	0	1	1	2
OTU2352	0	1 	1	1	0	1	1	0	0	0	0	0	0
OTU2353	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU2354	2	4 	4	5	8	6	6	6	7	1	4	4	3
OTU2355	1	2 	2	3	2	3	4	3	1	0	2	2	1
OTU2356	1	0 	2	1	0	0	0	0	0	0	0	2	1
OTU2357	2	2 	0	2	5	0	3	2	4	3	2	6	3
OTU2358	0	1 	0	2	1	1	1	0	1	0	0	0	0
OTU2359	0	1 	1	0	1	1	0	2	0	0	0	0	0
OTU2360	0	0 	1	0	1	0	0	0	0	0	2	0	1
OTU2361	3	1 	1	3	5	1	0	1	3	0	2	3	3
OTU2362	0	0 	0	0	0	0	1	1	0	0	0	0	1
OTU2363	1	0 	1	1	0	0	0	1	0	0	0	0	0
OTU2364	2	2 	0	3	0	3	0	1	0	1	2	1	0
OTU2365	0	1 	0	1	1	1	0	0	0	1	1	2	3
OTU2366	1	0 	0	2	4	0	2	0	0	0	2	1	1
OTU2367	1	1 	0	0	0	0	0	0	0	1	1	0	1
OTU2368	0	0 	0	0	0	0	1	0	1	0	1	0	1
OTU2369	3	4 	0	0	2	5	1	0	2	3	4	7	1
OTU2370	0	0 	0	0	0	0	1	0	0	0	2	0	0
OTU2371	0	0 	0	0	0	0	0	0	0	0	2	0	0
OTU2372	2	1 	2	1	1	1	3	2	0	1	1	0	3
OTU2373	31	49 	40	35	34	51	34	48	53	46	45	36	44
OTU2374	1	0 	0	0	0	0	0	1	0	0	0	1	1
OTU2375	0	0 	0	0	0	0	1	0	0	0	0	0	0
OTU2376	0	1 	1	0	2	2	2	2	1	0	0	0	0
OTU2377	0	0 	0	2	1	0	0	1	0	0	0	1	0
OTU2378	0	1 	1	0	0	2	0	1	1	0	2	0	1
OTU2379	3	6 	1	2	2	6	2	2	1	6	2	4	1
OTU2380	0	0 	0	0	0	0	0	1	0	0	2	0	0
OTU2381	2	4 	2	1	0	4	0	1	0	3	1	0	0
OTU2382	1	1 	1	1	1	0	0	0	0	1	3	1	0
OTU2383	1	1 	1	0	1	1	0	0	0	0	0	0	0
OTU2384	0	1 	0	1	0	1	1	1	0	0	0	0	0
OTU2385	12	21 	24	13	14	23	25	16	12	18	17	26	33
OTU2386	3	2 	3	3	0	3	4	7	3	1	4	1	6
OTU2387	1	1 	1	1	0	0	0	0	1	1	0	1	0
OTU2388	0	1 	0	2	0	2	0	0	0	0	1	0	1
OTU2389	0	2 	1	2	0	4	0	0	0	0	0	0	0
OTU2390	10	10 	22	13	16	11	16	21	17	9	15	8	17
OTU2391	0	0 	0	1	0	0	0	0	4	0	0	1	0
OTU2392	0	0 	0	3	1	0	1	0	0	0	2	0	1
OTU2393	1	2 	1	1	1	2	3	0	0	2	1	3	1
OTU2394	87	71 	70	47	51	65	74	83	76	77	68	94	86
OTU2395	17	13 	29	33	28	15	32	35	41	10	21	52	18
OTU2396	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU2397	1	1 	0	1	2	1	1	2	0	0	0	1	4
OTU2398	0	0 	1	0	0	0	0	0	1	0	0	0	0
OTU2399	1	0 	0	0	0	0	0	0	0	0	0	0	0
OTU2400	0	1 	1	0	1	1	2	1	1	1	1	3	1
OTU2401	2	1 	0	0	0	1	0	0	2	0	1	0	0
OTU2402	1	1 	1	1	1	1	2	0	0	1	1	2	0
OTU2403	0	1 	0	1	0	2	4	3	5	0	3	1	1
OTU2404	0	0 	0	1	0	0	1	0	0	0	0	1	0
OTU2405	1	1 	0	0	0	1	0	0	0	1	0	0	0
OTU2406	5	8 	11	2	3	13	6	12	7	3	0	3	5
OTU2407	1	0 	0	0	1	0	0	2	2	0	1	1	3
OTU2408	0	0 	0	0	1	0	0	0	0	0	2	0	2
OTU2409	1	0 	0	0	1	0	1	1	2	0	1	1	2
OTU2410	1	1 	2	0	1	0	0	1	0	1	1	2	0
OTU2411	0	1 	1	1	2	2	2	2	0	0	0	0	0
OTU2412	2	1 	0	0	0	1	0	1	0	0	0	0	1
OTU2413	3	1 	1	0	2	2	1	3	3	0	0	3	1
OTU2414	4	4 	1	3	2	2	3	3	1	5	3	6	3
OTU2415	1	2 	0	1	2	1	2	7	2	2	4	3	3
OTU2416	1	2 	0	2	1	3	2	1	2	0	2	1	3
OTU2417	6	3 	3	6	5	3	6	6	8	3	5	7	8
OTU2418	0	2 	0	0	2	2	2	1	0	1	0	0	1
OTU2419	1	1 	0	0	0	1	1	0	0	0	0	0	0
OTU2420	0	2 	1	0	1	1	1	3	0	3	0	1	1
OTU2421	1	1 	1	0	3	0	2	3	0	1	1	6	3
OTU2422	0	1 	0	0	1	1	0	2	0	0	2	0	0
OTU2423	5	2 	0	1	0	1	4	2	3	2	1	2	1
OTU2424	1	2 	7	3	0	2	2	0	0	1	1	1	0
OTU2425	0	1 	0	1	2	2	1	1	2	0	0	2	2
OTU2426	2	5 	3	6	2	6	2	4	3	3	2	4	3
OTU2427	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU2428	1	1 	0	2	3	0	2	0	0	1	2	2	1
OTU2429	2	1 	1	3	1	2	1	0	5	0	2	0	1
OTU2430	0	0 	0	0	2	0	1	0	0	0	1	0	1
OTU2431	11	8 	12	9	6	5	9	7	17	11	6	5	15
OTU2432	3	2 	2	7	1	2	0	0	1	1	1	1	0
OTU2433	8	8 	2	7	2	10	3	3	4	5	2	2	1
OTU2434	30	28 	25	23	46	28	43	30	54	27	37	27	56
OTU2435	0	6 	0	2	0	2	0	2	3	9	3	0	2
OTU2436	0	0 	1	0	0	0	1	0	0	0	0	0	0
OTU2437	3	3 	5	7	3	2	7	2	5	4	1	5	9
OTU2438	1	0 	0	0	0	0	1	0	1	0	0	0	0
OTU2439	0	0 	0	0	0	0	1	0	0	0	16	7	2
OTU2440	26	19 	32	34	37	18	49	41	39	20	45	49	30
OTU2441	2	2 	0	1	0	2	1	1	0	2	2	2	2
OTU2442	4	3 	2	1	0	4	1	4	4	1	2	0	1
OTU2443	9	8 	9	9	7	8	11	5	3	8	8	8	5
OTU2444	220	162 	265	290	284	175	273	260	262	149	270	247	282
OTU2445	3	2 	0	1	4	2	3	2	0	1	2	1	0
OTU2446	0	1 	2	0	1	0	0	0	3	1	0	0	0
OTU2447	1	0 	0	1	1	0	1	0	0	0	0	1	0
OTU2448	12	9 	4	7	4	8	7	10	5	9	2	3	7
OTU2449	3	2 	6	3	5	3	2	4	4	1	3	1	5
OTU2450	0	1 	0	0	0	1	0	0	1	1	0	0	0
OTU2451	0	0 	1	1	0	0	0	0	1	0	0	0	0
OTU2452	0	1 	0	0	0	2	0	0	0	0	0	0	0
OTU2453	1	0 	3	5	5	0	5	3	4	0	1	3	3
OTU2454	1	1 	2	2	0	1	1	0	2	0	1	0	1
OTU2455	0	1 	0	1	0	1	1	0	1	0	1	0	0
OTU2456	2	2 	4	4	3	3	3	1	3	0	3	1	6
OTU2457	40	41 	27	20	18	39	19	29	23	43	22	34	35
OTU2458	1	0 	1	2	1	0	2	1	2	0	2	0	1
OTU2459	0	1 	1	1	0	1	1	2	0	0	2	1	1
OTU2460	0	2 	3	3	4	1	6	4	0	2	2	0	3
OTU2461	9	8 	16	11	6	6	6	2	4	9	5	2	2
OTU2462	2	2 	2	3	1	1	3	1	1	2	2	0	3
OTU2463	0	0 	0	0	0	0	2	1	1	0	0	1	1
OTU2464	0	0 	0	0	0	0	0	1	0	0	0	0	0
OTU2465	2	1 	0	2	0	1	0	0	3	1	0	0	2
OTU2466	0	2 	5	0	1	1	1	0	2	2	1	2	0
OTU2467	0	1 	0	0	0	1	0	0	2	0	2	2	0
OTU2468	2	0 	0	0	0	0	1	1	1	0	0	0	0
OTU2469	4	6 	3	4	8	5	2	3	9	7	5	10	4
OTU2470	6	2 	6	4	5	2	5	3	2	2	1	7	6
OTU2471	0	1 	0	1	0	0	0	0	0	2	1	0	2
OTU2472	0	0 	0	0	0	0	0	0	0	0	0	0	2
OTU2473	13	7 	6	5	9	6	8	8	5	8	7	7	7
OTU2474	0	1 	0	0	0	0	2	0	0	1	0	0	0
OTU2475	0	0 	0	1	0	0	1	0	0	0	0	0	1
OTU2476	4	8 	7	8	8	6	8	9	13	9	11	10	10
OTU2477	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU2478	2	0 	1	2	0	0	1	2	0	0	0	1	2
OTU2479	0	1 	1	1	0	1	1	3	0	0	3	1	0
OTU2480	0	0 	1	2	2	0	1	2	2	0	0	0	1
OTU2481	1	0 	0	0	0	0	0	2	0	0	0	1	0
OTU2482	3	4 	13	11	12	6	17	9	16	1	10	15	10
OTU2483	5	0 	1	0	0	0	3	1	3	0	1	0	1
OTU2484	0	1 	0	0	2	0	1	0	0	1	0	1	0
OTU2485	11	6 	13	5	12	8	14	12	25	3	18	13	12
OTU2486	1	1 	1	3	0	1	0	3	0	1	1	1	1
OTU2487	12	10 	7	1	6	15	5	3	2	4	2	2	2
OTU2488	0	2 	1	2	1	2	1	1	0	2	2	1	2
OTU2489	22	10 	7	8	7	10	11	18	8	10	10	7	10
OTU2490	0	2 	0	2	1	1	2	0	1	2	0	2	2
OTU2491	0	1 	4	1	2	2	1	0	0	0	1	1	0
OTU2492	1	1 	0	1	0	1	0	1	0	1	0	0	0
OTU2493	1	3 	0	1	0	2	1	2	1	4	0	0	0
OTU2494	2	2 	2	2	0	1	0	0	0	2	0	2	0
OTU2495	0	1 	0	0	0	1	0	0	0	0	0	5	0
OTU2496	1	2 	1	1	1	1	4	0	1	2	1	0	1
OTU2497	1	0 	1	1	1	0	1	4	2	0	0	0	0
OTU2498	1	5 	5	1	6	7	2	3	4	3	0	2	0
OTU2499	3	4 	3	3	3	4	6	7	6	4	4	6	6
OTU2500	0	0 	0	0	0	0	0	1	0	0	0	1	0
OTU2501	0	0 	0	0	0	0	0	1	0	0	0	0	0
OTU2502	1	1 	4	4	1	0	3	2	0	2	3	4	0
OTU2503	1	0 	1	2	2	0	0	1	0	0	1	2	0
OTU2504	1	1 	1	0	1	1	0	1	0	0	0	0	0
OTU2505	4	2 	3	0	2	1	3	1	0	2	3	1	2
OTU2506	2	1 	2	0	1	2	0	0	1	0	2	3	2
OTU2507	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU2508	22	18 	28	37	37	21	27	34	34	15	40	39	33
OTU2509	6	4 	5	6	7	4	16	14	8	3	8	4	6
OTU2510	0	0 	0	2	1	0	0	0	0	0	0	1	3
OTU2511	1	1 	1	0	1	1	0	0	0	0	0	2	1
OTU2512	0	1 	0	0	0	0	1	0	0	1	0	1	0
OTU2513	1	2 	1	2	2	2	0	2	2	2	0	0	1
OTU2514	0	0 	2	2	1	0	0	1	1	0	0	0	1
OTU2515	1	1 	1	1	1	1	0	4	0	1	1	1	0
OTU2516	1	3 	3	4	7	5	4	5	9	1	0	0	3
OTU2517	2	0 	0	0	0	0	0	0	1	0	0	0	0
OTU2518	17	7 	8	9	11	5	5	4	3	8	5	5	2
OTU2519	5	2 	5	4	10	2	2	7	7	2	2	6	1
OTU2520	0	1 	0	0	0	1	1	0	0	0	1	0	1
OTU2521	1	2 	0	2	0	0	1	0	1	3	1	2	0
OTU2522	6	6 	3	4	5	9	9	5	7	3	8	7	7
OTU2523	0	0 	2	7	2	0	1	3	0	0	4	2	1
OTU2524	4	1 	0	0	0	1	0	0	0	1	0	0	0
OTU2525	0	1 	0	0	0	0	0	0	0	2	0	0	0
OTU2526	1	0 	0	0	1	0	1	1	0	0	0	0	2
OTU2527	6	5 	7	6	3	4	8	0	7	5	6	11	10
OTU2528	1	0 	2	1	3	0	4	2	2	0	0	3	1
OTU2529	1	1 	2	2	2	1	0	0	1	1	0	3	0
OTU2530	0	1 	0	0	0	1	1	0	0	1	1	0	0
OTU2531	1	0 	2	0	0	0	0	0	0	0	1	0	1
OTU2532	0	0 	0	0	2	0	0	0	0	0	0	0	0
OTU2533	0	0 	3	0	5	0	0	1	0	0	0	1	0
OTU2534	1	1 	1	1	0	1	4	1	3	0	3	0	1
OTU2535	2	1 	1	2	0	0	0	1	0	1	1	0	0
OTU2536	0	0 	0	0	0	0	0	0	0	0	0	2	1
OTU2537	55	51 	55	51	38	58	49	52	23	43	50	43	40
OTU2538	0	1 	1	3	0	0	0	0	3	1	1	0	0
OTU2539	2	0 	4	0	2	0	1	0	2	0	3	1	3
OTU2540	0	0 	1	0	0	0	2	1	0	0	2	0	0
OTU2541	0	0 	0	1	0	0	1	0	0	0	0	1	2
OTU2542	0	4 	3	1	1	1	1	4	1	6	0	2	2
OTU2543	3	1 	0	2	2	0	1	5	1	2	2	0	0
OTU2544	18	22 	22	28	24	26	30	21	19	17	27	22	21
OTU2545	1	1 	1	1	1	1	0	2	0	0	2	1	0
OTU2546	2	5 	3	9	15	4	0	6	6	5	5	10	11
OTU2547	0	0 	0	0	1	0	0	0	0	0	1	0	0
OTU2548	10	8 	6	5	7	9	6	8	7	6	5	6	9
OTU2549	5	1 	0	1	1	0	2	1	3	1	2	3	2
OTU2550	1	1 	1	7	15	0	2	4	4	1	4	8	3
OTU2551	1	1 	0	0	0	0	0	0	0	1	0	1	0
OTU2552	1	0 	0	0	0	0	0	2	0	0	0	0	0
OTU2553	6	5 	6	13	10	6	6	9	8	3	6	7	3
OTU2554	0	0 	0	0	0	0	0	0	1	0	0	1	0
OTU2555	2	0 	2	0	0	0	1	0	2	0	0	0	0
OTU2556	1	1 	0	0	0	1	0	0	0	1	1	0	0
OTU2557	1	3 	6	6	7	4	4	3	5	1	2	5	8
OTU2558	0	1 	1	0	0	0	0	1	0	2	0	1	0
OTU2559	6	4 	5	5	5	4	5	4	6	3	4	9	6
OTU2560	2	0 	1	0	0	0	0	1	1	0	0	1	0
