OTU ID	C0	C7	C15	C25	C40	HP7	HP15	HP25	HP40	LP7	LP15	LP25	LP40
OTU1293	0	0 	0	2	1	0	0	0	1	0	0	0	0
OTU1294	3	3 	1	3	2	3	2	3	1	3	2	1	1
OTU1295	0	2 	0	0	0	2	0	0	0	1	0	0	0
OTU1296	0	1 	0	0	0	2	1	0	0	0	1	2	1
OTU1297	1	1 	4	2	2	1	0	1	0	1	4	5	0
OTU1298	3	4 	2	4	4	4	3	3	0	4	3	2	6
OTU1299	47	56 	40	40	51	52	49	42	43	59	86	61	58
OTU1300	4	1 	0	0	0	2	2	0	0	0	1	1	1
OTU1301	0	1 	0	0	0	1	0	0	0	0	2	2	0
OTU1302	0	0 	1	0	1	0	1	1	0	0	1	0	0
OTU1303	1	1 	4	4	2	0	3	1	3	2	8	4	3
OTU1304	0	1 	3	2	1	0	0	1	0	1	0	1	1
OTU1305	0	1 	0	0	0	0	1	2	0	1	0	2	1
OTU1306	0	1 	3	0	0	0	0	2	0	1	2	1	1
OTU1307	1	0 	3	4	3	0	3	3	0	0	3	8	1
OTU1308	0	1 	2	2	4	1	1	1	2	0	1	2	1
OTU1309	0	0 	1	1	0	0	0	0	0	0	1	1	1
OTU1310	3	1 	1	0	1	0	1	3	0	2	4	0	0
OTU1311	0	0 	0	1	0	0	0	0	1	0	0	1	0
OTU1312	1	1 	1	1	0	0	0	0	0	2	2	0	0
OTU1313	0	1 	1	3	1	0	1	1	2	1	1	2	0
OTU1314	163	92 	14	26	20	86	18	7	16	97	13	13	11
OTU1315	3	3 	5	5	6	3	3	4	10	2	4	10	12
OTU1316	0	1 	0	0	0	0	1	4	1	1	1	0	0
OTU1317	0	1 	0	0	0	1	1	0	0	1	0	0	0
OTU1318	1	5 	1	2	4	6	2	5	3	3	3	1	2
OTU1319	32	38 	17	13	16	34	16	18	23	41	20	13	36
OTU1320	1	2 	0	0	0	3	1	0	0	0	0	1	0
OTU1321	0	1 	3	1	0	1	0	2	0	1	0	0	0
OTU1322	0	0 	1	0	0	0	0	0	1	0	0	0	0
OTU1323	2	3 	1	3	0	1	2	5	1	4	2	4	2
OTU1324	0	2 	2	4	5	0	4	0	2	4	3	3	1
OTU1325	0	2 	3	2	0	2	0	5	2	1	1	3	4
OTU1326	0	1 	0	2	1	1	3	0	0	0	1	0	0
OTU1327	0	1 	0	1	0	0	0	1	1	1	0	1	3
OTU1328	1	1 	2	3	1	0	0	0	2	1	0	0	2
OTU1329	0	1 	3	1	2	0	0	0	2	1	0	1	3
OTU1330	0	0 	0	0	0	0	0	0	0	0	0	1	0
OTU1331	0	3 	1	3	0	2	0	0	0	3	2	0	0
OTU1332	0	0 	0	1	0	0	0	1	0	0	0	0	0
OTU1333	0	1 	2	3	2	1	2	1	0	1	0	3	0
OTU1334	2	1 	0	0	1	2	0	2	0	0	1	0	0
OTU1335	0	3 	0	1	3	3	3	3	1	2	2	1	0
OTU1336	1	2 	0	0	0	1	0	0	2	2	1	2	1
OTU1337	0	0 	0	2	0	0	1	2	2	0	0	0	0
OTU1338	1	2 	1	0	1	4	0	2	3	0	0	1	0
OTU1339	0	1 	1	2	0	0	1	1	1	2	0	0	1
OTU1340	0	0 	0	0	1	0	0	1	0	0	0	0	0
OTU1341	1	0 	0	3	1	0	0	2	1	0	0	1	1
OTU1342	0	0 	1	1	0	0	2	0	0	0	1	0	0
OTU1343	1	0 	0	1	0	0	0	0	0	0	1	0	0
OTU1344	0	0 	0	0	0	0	0	1	0	0	0	0	0
OTU1345	0	0 	0	0	0	0	1	0	0	0	1	0	1
OTU1346	4	6 	5	3	0	7	3	2	2	5	3	1	6
OTU1347	0	0 	0	0	0	0	0	0	0	0	0	1	0
OTU1348	0	1 	0	1	1	1	1	0	0	0	0	0	0
OTU1349	2	2 	1	5	2	2	1	5	2	1	2	8	3
OTU1350	1	0 	0	0	2	0	0	0	1	0	0	0	1
OTU1351	0	0 	1	0	1	0	1	0	0	0	0	0	0
OTU1352	0	1 	0	1	1	1	0	2	0	1	0	0	2
OTU1353	0	0 	0	0	0	0	0	0	0	0	0	0	1
OTU1354	0	0 	0	1	1	0	1	0	1	0	0	1	0
OTU1355	0	1 	1	3	2	0	0	2	0	1	0	0	0
OTU1356	0	1 	0	0	0	2	0	1	0	0	0	0	0
OTU1357	4	3 	1	11	1	3	0	0	2	3	10	20	3
OTU1358	1	1 	0	0	0	1	0	0	0	1	0	0	0
OTU1359	0	1 	1	0	1	1	2	4	2	1	2	0	1
OTU1360	0	1 	0	2	0	1	1	0	0	0	0	0	0
OTU1361	3	1 	0	1	0	1	3	1	0	0	3	1	0
OTU1362	3	1 	4	3	2	2	2	0	0	0	1	4	4
OTU1363	0	0 	0	0	0	0	0	0	0	0	0	1	0
OTU1364	4	10 	10	10	5	6	11	12	13	13	6	14	6
OTU1365	5	4 	6	8	8	4	10	4	5	3	8	10	7
OTU1366	1	2 	0	4	0	2	0	0	1	1	0	2	0
OTU1367	0	2 	0	1	1	3	1	3	2	0	5	0	1
OTU1368	1	1 	3	2	4	0	0	0	2	1	0	1	0
OTU1369	4	3 	2	7	4	3	1	0	2	2	4	5	1
OTU1370	3	1 	2	0	2	1	2	3	4	1	5	4	5
OTU1371	0	0 	1	0	0	0	1	0	0	0	0	0	0
OTU1372	2	2 	1	2	1	2	0	0	0	1	2	0	0
OTU1373	18	27 	26	20	19	31	24	26	27	22	27	29	15
OTU1374	1	0 	0	0	0	0	1	0	1	0	0	0	0
OTU1375	0	0 	1	0	0	0	0	0	0	0	0	0	2
OTU1376	1	1 	0	5	0	1	1	2	6	0	3	4	4
OTU1377	2	0 	0	0	0	0	1	0	1	0	0	1	0
OTU1378	9	10 	6	5	3	15	5	3	4	5	8	1	6
OTU1379	0	1 	1	0	0	1	0	0	0	0	0	0	0
OTU1380	0	0 	0	1	0	0	0	1	0	0	0	2	0
OTU1381	0	1 	1	0	0	0	2	0	1	1	0	0	0
OTU1382	0	2 	1	0	1	3	1	1	1	1	1	2	2
OTU1383	0	0 	1	1	0	0	0	0	0	0	0	0	0
OTU1384	1	1 	0	2	3	2	2	0	0	0	0	0	0
OTU1385	1	1 	0	0	0	1	0	1	0	0	0	0	0
OTU1386	0	2 	2	4	0	1	3	0	0	3	4	3	0
OTU1387	10	8 	16	14	10	3	14	10	14	12	12	10	15
OTU1388	1	3 	4	1	1	1	3	2	3	4	3	2	0
OTU1389	2	0 	1	0	0	0	1	1	0	0	0	0	1
OTU1390	8	8 	3	5	3	10	7	3	5	5	2	3	8
OTU1391	1	3 	1	0	0	2	0	0	0	3	1	1	0
OTU1392	0	0 	0	0	0	0	1	0	1	0	0	1	0
OTU1393	0	1 	1	0	7	1	1	0	0	0	2	2	0
OTU1394	2	1 	1	2	1	1	2	5	4	1	4	6	3
OTU1395	0	2 	2	0	0	3	0	1	0	0	0	0	0
OTU1396	8	5 	6	4	2	5	3	4	4	5	4	2	1
OTU1397	1	3 	0	2	0	5	0	2	1	0	1	1	1
OTU1398	1	1 	1	1	0	1	0	0	0	0	0	0	1
OTU1399	0	0 	0	2	1	0	0	0	0	0	1	2	0
OTU1400	13	23 	21	19	30	28	14	7	27	18	29	15	21
OTU1401	2	1 	1	1	0	1	3	0	0	0	3	1	0
OTU1402	0	1 	1	0	0	1	0	1	1	1	0	0	0
OTU1403	0	0 	0	1	2	0	0	0	0	0	0	0	0
OTU1404	40	50 	28	45	45	60	44	29	39	39	51	57	19
OTU1405	49	46 	17	6	7	45	31	24	21	46	28	26	22
OTU1406	1	2 	5	3	0	1	5	0	0	2	3	2	1
OTU1407	0	0 	0	0	0	0	0	0	0	0	0	0	1
OTU1408	1	2 	2	3	3	3	1	2	3	0	0	3	0
OTU1409	5	8 	5	4	5	6	7	7	10	10	6	6	8
OTU1410	5	3 	9	6	1	5	5	10	11	1	3	2	0
OTU1411	1	1 	1	0	1	1	2	0	0	0	1	0	1
OTU1412	0	0 	0	1	1	0	0	0	0	0	2	0	0
OTU1413	0	0 	0	0	0	0	1	0	1	0	0	0	0
OTU1414	4	2 	3	4	5	3	5	2	2	1	3	5	0
OTU1415	0	0 	1	2	1	0	0	2	0	0	0	0	0
OTU1416	2	1 	0	0	0	0	0	0	0	1	1	0	0
OTU1417	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1418	1	1 	2	0	0	0	0	0	0	1	3	1	1
OTU1419	5	6 	5	6	5	4	4	7	2	8	8	6	7
OTU1420	11	8 	5	4	3	8	5	9	3	8	6	6	3
OTU1421	0	0 	0	0	0	0	1	0	0	0	0	0	1
OTU1422	3	4 	10	3	5	6	11	8	3	1	4	3	5
OTU1423	4	3 	8	9	11	4	8	8	14	2	6	10	15
OTU1424	6	2 	12	5	16	2	8	7	19	2	14	13	12
OTU1425	3	2 	1	0	1	0	0	1	1	3	1	0	1
OTU1426	3	2 	2	2	2	4	1	2	5	0	1	2	5
OTU1427	0	0 	0	1	0	0	0	0	0	0	1	0	0
OTU1428	5	10 	20	12	18	13	7	7	10	7	15	7	13
OTU1429	1	2 	2	0	1	0	0	1	0	3	0	1	1
OTU1430	0	0 	0	0	1	0	2	0	0	0	0	0	0
OTU1431	0	1 	1	0	0	1	0	0	1	0	0	1	0
OTU1432	0	1 	0	3	0	1	0	1	0	1	0	1	0
OTU1433	1	1 	0	1	1	0	1	1	1	1	0	1	1
OTU1434	1	0 	1	0	0	0	0	0	0	0	0	0	0
OTU1435	0	0 	0	0	1	0	0	0	0	0	0	1	0
OTU1436	0	2 	1	1	0	3	0	0	0	1	0	0	1
OTU1437	0	1 	1	0	0	0	0	0	1	1	1	0	0
OTU1438	16	19 	21	22	20	17	25	11	12	21	13	14	13
OTU1439	3	1 	1	1	3	1	3	0	4	1	6	0	3
OTU1440	1	4 	0	6	2	5	9	5	3	2	7	6	6
OTU1441	4	1 	3	5	7	1	1	3	5	1	5	3	4
OTU1442	0	1 	0	3	1	1	0	0	0	0	0	0	2
OTU1443	0	2 	2	2	0	0	0	1	0	4	1	2	3
OTU1444	9	5 	4	5	4	5	1	0	5	5	4	4	6
OTU1445	1	0 	0	0	0	0	0	0	1	0	0	0	0
OTU1446	1	0 	1	0	1	0	0	0	2	0	0	2	0
OTU1447	1	1 	0	1	1	2	1	0	3	0	0	0	0
OTU1448	0	0 	2	1	0	0	1	1	1	0	0	0	0
OTU1449	36	30 	39	31	39	29	37	35	42	31	35	27	43
OTU1450	3	4 	2	5	5	5	3	5	11	3	6	13	9
OTU1451	17	17 	14	5	8	20	12	16	24	13	16	15	24
OTU1452	1	3 	0	2	1	3	0	0	3	2	2	0	3
OTU1453	0	1 	3	6	4	0	1	0	2	2	2	3	2
OTU1454	0	0 	0	0	0	0	1	1	0	0	0	0	0
OTU1455	42	52 	38	36	31	56	56	47	52	48	46	73	55
OTU1456	0	1 	1	1	0	1	1	3	1	1	1	0	1
OTU1457	14	19 	7	11	5	23	9	9	12	14	10	11	12
OTU1458	0	3 	2	1	0	3	1	2	1	2	3	1	1
OTU1459	0	1 	2	1	2	0	0	1	2	1	0	3	0
OTU1460	0	0 	0	1	1	0	1	1	1	0	1	1	1
OTU1461	1	0 	0	1	0	0	1	0	0	0	0	0	1
OTU1462	1	1 	1	1	2	2	5	1	2	0	0	2	1
OTU1463	0	0 	2	1	1	0	0	0	0	0	0	0	0
OTU1464	6	2 	7	8	4	2	9	9	6	1	7	3	4
OTU1465	1	1 	1	1	0	2	0	0	0	0	0	0	0
OTU1466	1	1 	1	2	1	2	0	0	0	0	0	0	1
OTU1467	0	0 	1	0	1	0	1	0	4	0	0	1	0
OTU1468	0	1 	0	0	0	1	0	0	0	1	0	0	0
OTU1469	1	3 	3	3	1	4	0	6	2	2	5	7	1
OTU1470	5	1 	8	6	4	0	2	2	1	1	3	2	1
OTU1471	0	0 	0	0	0	0	0	1	1	0	0	1	0
OTU1472	0	0 	0	0	1	0	0	0	1	0	1	0	0
OTU1473	2	1 	0	1	0	1	0	1	0	0	0	0	1
OTU1474	2	2 	2	1	0	1	2	1	1	2	1	1	2
OTU1475	0	0 	0	0	0	0	0	0	1	0	0	1	0
OTU1476	1	1 	1	1	1	0	0	0	0	1	0	0	1
OTU1477	0	0 	2	1	0	0	0	0	0	0	0	0	0
OTU1478	2	3 	6	4	3	1	4	11	8	4	4	6	3
OTU1479	0	1 	0	2	1	0	0	1	0	1	0	0	0
OTU1480	26	20 	37	41	42	17	34	50	49	23	51	46	32
OTU1481	0	1 	1	1	1	2	0	0	0	0	0	1	0
OTU1482	0	1 	0	0	1	2	0	3	0	0	3	1	2
OTU1483	1	1 	0	4	0	1	2	2	4	0	1	1	1
OTU1484	0	0 	0	0	2	0	1	1	0	0	0	0	0
OTU1485	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU1486	0	2 	1	0	0	2	2	0	2	2	0	0	0
OTU1487	2	0 	2	0	0	0	0	1	0	0	0	1	1
OTU1488	0	1 	0	2	0	1	0	0	0	0	0	0	0
OTU1489	3	4 	1	3	2	4	1	3	5	3	0	4	0
OTU1490	3	5 	12	8	13	7	14	13	16	3	2	7	5
OTU1491	1	1 	0	1	1	0	1	1	0	1	0	0	1
OTU1492	0	1 	6	3	5	0	1	3	2	2	0	3	2
OTU1493	13	8 	7	5	5	5	14	7	4	10	8	5	6
OTU1494	1	0 	0	0	0	0	1	0	0	0	0	0	0
OTU1495	0	3 	4	2	5	3	2	5	5	2	1	0	3
OTU1496	0	1 	1	0	1	0	1	0	0	1	2	0	1
OTU1497	5	9 	9	6	13	6	8	14	6	11	6	16	8
OTU1498	0	0 	1	4	0	0	0	3	1	0	1	0	2
OTU1499	8	6 	4	4	3	6	4	6	5	5	6	6	4
OTU1500	2	0 	1	0	0	0	1	2	0	0	0	1	0
OTU1501	19	9 	19	16	31	7	14	17	30	11	13	12	24
OTU1502	2	1 	2	0	0	1	1	1	2	0	0	0	0
OTU1503	0	1 	0	1	0	0	1	0	1	1	0	0	1
OTU1504	5	2 	2	9	6	1	11	4	10	3	9	11	10
OTU1505	1	3 	3	1	0	3	2	0	0	2	3	0	0
OTU1506	0	0 	0	0	0	0	0	1	0	0	0	3	1
OTU1507	0	0 	0	0	1	0	0	0	0	0	0	1	0
OTU1508	2	2 	7	6	5	2	5	6	2	1	2	1	1
OTU1509	3	4 	3	2	0	4	2	3	1	3	2	4	3
OTU1510	2	1 	0	1	1	2	0	0	0	0	4	0	0
OTU1511	10	8 	12	17	12	9	11	12	11	7	7	19	7
OTU1512	0	0 	0	0	1	0	1	0	0	0	0	0	0
OTU1513	3	3 	4	4	3	4	7	3	4	1	2	2	3
OTU1514	0	0 	2	0	1	0	0	0	1	0	2	1	2
OTU1515	0	1 	0	0	1	1	0	0	0	0	0	0	0
OTU1516	0	0 	0	0	0	0	0	0	0	0	0	0	1
OTU1517	0	1 	0	0	0	1	0	0	0	0	0	1	0
OTU1518	10	13 	10	13	16	15	16	20	15	10	18	14	5
OTU1519	17	48 	79	44	269	16	127	11	6	79	137	51	13
OTU1520	13	4 	8	4	6	4	5	2	4	3	0	1	0
OTU1521	1	0 	0	0	0	0	0	0	0	0	0	0	1
OTU1522	1	1 	0	1	0	2	2	0	0	0	0	2	0
OTU1523	0	5 	2	1	0	5	0	0	0	4	1	0	0
OTU1524	2	0 	0	0	0	0	0	1	0	0	0	0	0
OTU1525	8	7 	4	2	3	9	7	4	1	4	1	1	0
OTU1526	0	2 	1	1	1	2	0	0	1	1	0	1	0
OTU1527	0	0 	1	11	6	0	1	0	0	0	0	1	3
OTU1528	2	1 	2	0	0	2	1	0	0	0	1	0	0
OTU1529	0	0 	0	0	0	0	2	0	2	0	0	0	0
OTU1530	0	1 	1	0	0	0	0	0	0	2	0	0	0
OTU1531	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU1532	10	11 	13	9	5	11	16	13	12	11	15	16	14
OTU1533	0	0 	1	0	0	0	1	1	0	0	1	1	0
OTU1534	3	1 	1	2	1	2	3	1	1	0	1	0	0
OTU1535	2	2 	4	6	5	2	3	2	1	1	2	5	3
OTU1536	3	1 	2	0	0	0	2	0	0	1	1	0	0
OTU1537	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU1538	0	0 	0	0	0	0	1	0	0	0	0	0	0
OTU1539	105	109 	46	38	20	131	41	47	39	87	69	53	35
OTU1540	22	18 	42	31	34	13	43	61	57	23	42	14	83
OTU1541	0	0 	1	0	2	0	0	0	0	0	1	0	0
OTU1542	1	0 	3	1	1	0	1	0	1	0	2	1	3
OTU1543	1	3 	4	4	1	5	11	1	1	0	2	1	2
OTU1544	2	0 	2	0	0	0	0	5	0	0	2	2	0
OTU1545	0	0 	0	1	0	0	0	0	1	0	0	0	0
OTU1546	1	3 	0	1	3	2	1	0	0	3	1	0	0
OTU1547	3	5 	2	4	3	2	3	4	13	7	2	1	3
OTU1548	1	1 	0	0	0	0	1	1	0	1	0	0	0
OTU1549	7	9 	5	9	4	11	12	10	4	7	14	3	10
OTU1550	0	1 	2	2	2	1	4	1	2	1	2	3	2
OTU1551	0	1 	1	0	1	1	0	1	3	0	0	0	0
OTU1552	0	1 	0	0	0	0	0	0	1	1	1	0	0
OTU1553	25	19 	8	22	6	19	14	19	4	18	4	28	7
OTU1554	7	8 	5	11	17	11	7	8	9	4	11	11	13
OTU1555	2	2 	5	1	0	2	2	3	1	1	1	2	0
OTU1556	0	1 	0	0	0	2	0	3	1	0	0	0	0
OTU1557	0	0 	0	0	1	0	0	0	1	0	0	0	0
OTU1558	1	0 	1	4	1	0	2	1	1	0	0	1	1
OTU1559	1	0 	0	0	0	0	1	0	0	0	0	0	0
OTU1560	1	1 	0	0	0	1	0	0	0	0	0	0	0
OTU1561	0	0 	1	1	0	0	2	0	0	0	1	3	2
OTU1562	0	2 	1	0	1	1	1	1	1	2	3	1	0
OTU1563	0	2 	1	0	3	1	1	2	0	2	2	0	0
OTU1564	0	1 	1	4	1	1	0	0	4	0	2	0	2
OTU1565	4	7 	7	13	10	6	12	17	18	7	6	8	15
OTU1566	0	0 	0	0	1	0	0	0	2	0	0	0	1
OTU1567	0	1 	0	0	0	0	0	1	0	1	0	0	0
OTU1568	1	0 	1	2	0	0	2	0	4	0	1	0	4
OTU1569	1	1 	6	0	0	1	1	3	1	1	1	1	0
OTU1570	0	1 	0	1	2	1	2	1	0	0	1	2	0
OTU1571	41	29 	17	10	9	34	19	22	26	23	25	18	16
OTU1572	0	0 	0	0	0	0	0	2	0	0	0	0	0
OTU1573	0	0 	1	1	0	0	0	1	1	0	0	0	2
OTU1574	2	0 	0	0	0	0	0	1	0	0	0	0	0
OTU1575	0	1 	0	0	1	1	0	0	0	0	1	1	0
OTU1576	1	2 	2	0	1	0	0	0	1	3	1	0	0
OTU1577	1	0 	1	1	3	0	1	1	5	0	0	1	2
OTU1578	4	6 	4	8	10	8	10	11	6	3	7	14	10
OTU1579	0	0 	0	1	2	0	0	0	1	0	0	0	0
OTU1580	1	1 	0	1	0	1	3	0	0	0	0	1	1
OTU1581	0	0 	0	1	0	0	1	0	0	0	0	0	0
OTU1582	0	1 	0	0	0	1	0	0	0	0	0	7	0
OTU1583	2	3 	1	3	2	5	1	3	5	0	1	4	3
OTU1584	10	11 	21	21	18	13	15	14	16	9	15	19	14
OTU1585	0	0 	0	0	0	0	0	2	1	0	0	0	0
OTU1586	1	1 	0	1	0	2	0	2	1	0	0	1	1
OTU1587	2	1 	0	0	0	1	0	1	2	0	0	1	1
OTU1588	3	3 	4	1	5	2	5	2	4	3	3	3	6
OTU1589	28	16 	1	0	0	18	0	0	0	13	0	0	0
OTU1590	2	5 	6	4	1	4	2	1	1	5	1	2	2
OTU1591	0	0 	0	0	0	0	0	1	1	0	0	0	0
OTU1592	1	0 	0	1	0	0	1	0	0	0	0	1	0
OTU1593	12	8 	8	2	0	12	4	1	4	3	2	1	0
OTU1594	2	3 	2	0	3	2	1	4	6	4	0	0	2
OTU1595	2	2 	4	11	13	2	3	3	15	2	3	8	19
OTU1596	0	0 	1	0	0	0	0	0	0	0	0	0	1
OTU1597	0	0 	0	1	1	0	1	1	1	0	0	0	0
OTU1598	3	6 	4	7	4	8	7	3	6	4	5	6	2
OTU1599	0	0 	0	0	0	0	0	0	1	0	0	0	1
OTU1600	11	8 	9	16	12	6	4	10	4	9	20	9	2
OTU1601	1	3 	2	1	2	2	1	4	2	3	2	2	5
OTU1602	0	1 	0	0	1	1	0	0	2	0	1	0	1
OTU1603	3	1 	2	0	2	2	0	1	0	0	1	1	0
OTU1604	1	1 	0	1	0	0	0	0	0	2	1	0	0
OTU1605	0	1 	0	2	2	0	0	0	2	1	1	0	0
OTU1606	0	0 	0	1	0	0	1	0	2	0	1	0	0
OTU1607	1	1 	5	1	0	0	6	0	0	1	3	2	0
OTU1608	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1609	40	40 	57	52	46	32	48	42	67	47	62	31	58
OTU1610	0	1 	0	0	2	0	2	0	1	1	0	0	0
OTU1611	1	1 	3	3	0	1	3	3	0	0	2	2	3
OTU1612	2	1 	1	0	1	1	3	1	1	0	1	4	2
OTU1613	0	0 	0	0	0	0	0	1	1	0	0	1	2
OTU1614	5	2 	0	3	2	1	5	1	2	3	5	2	1
OTU1615	1	1 	1	2	4	1	3	3	0	1	1	4	2
OTU1616	0	0 	0	0	0	0	0	2	2	0	0	0	1
OTU1617	3	0 	0	0	0	0	0	3	2	0	1	1	0
OTU1618	0	0 	1	0	0	0	1	0	1	0	0	0	0
OTU1619	0	3 	2	6	1	2	5	1	5	3	2	1	1
OTU1620	0	3 	0	0	1	4	2	0	2	1	3	1	1
OTU1621	3	3 	11	6	9	1	3	2	1	4	0	2	1
OTU1622	0	0 	0	0	0	0	0	1	0	0	0	0	1
OTU1623	0	1 	0	0	0	0	0	0	0	1	0	0	0
OTU1624	11	24 	17	12	4	27	16	14	14	20	13	8	13
OTU1625	0	1 	0	0	0	1	0	0	0	1	0	0	0
OTU1626	2	1 	0	0	1	1	3	0	1	1	1	2	1
OTU1627	1	1 	1	1	0	1	2	0	0	1	0	1	0
OTU1628	1	1 	1	0	0	0	0	0	1	1	0	0	1
OTU1629	6	7 	14	8	12	5	9	12	11	9	6	13	18
OTU1630	0	0 	1	1	1	0	0	1	0	0	2	1	3
OTU1631	0	0 	3	1	1	0	0	0	1	0	1	0	0
OTU1632	1	2 	3	2	7	1	2	0	0	3	4	1	1
OTU1633	1	0 	1	5	1	0	0	2	3	0	2	1	0
OTU1634	4	1 	1	2	1	0	1	0	0	2	9	1	1
OTU1635	10	16 	9	1	2	17	1	4	2	14	6	3	1
OTU1636	2	3 	0	1	0	4	3	2	2	1	2	0	0
OTU1637	2	1 	2	0	2	2	0	0	0	0	1	0	1
OTU1638	2	0 	3	1	0	0	1	4	3	0	3	1	4
OTU1639	0	0 	0	0	1	0	0	0	0	0	2	1	0
OTU1640	0	1 	1	1	2	0	0	0	3	1	0	0	0
OTU1641	0	1 	1	1	0	1	0	0	0	0	0	1	0
OTU1642	1	1 	0	6	1	0	1	3	4	1	4	3	3
OTU1643	2	1 	2	3	1	1	3	0	2	0	0	0	5
OTU1644	0	0 	1	2	0	0	0	1	0	0	0	0	1
OTU1645	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU1646	0	3 	1	1	2	2	5	1	5	3	4	0	1
OTU1647	1	1 	0	0	3	1	2	0	0	0	0	0	0
OTU1648	0	0 	0	0	2	0	0	2	0	0	0	0	0
OTU1649	1	0 	3	1	7	0	1	1	0	0	0	0	1
OTU1650	1	2 	1	3	1	1	3	1	5	3	2	4	6
OTU1651	2	3 	4	3	5	4	3	0	1	2	0	3	1
OTU1652	2	4 	4	1	4	4	11	4	6	3	11	4	7
OTU1653	1	3 	1	0	0	5	3	0	0	1	0	0	1
OTU1654	0	1 	4	1	7	1	2	2	5	0	1	4	5
OTU1655	8	2 	5	4	8	2	9	5	15	1	4	6	6
OTU1656	0	0 	0	0	1	0	0	0	1	0	0	1	2
OTU1657	0	1 	0	0	0	1	0	1	1	0	0	0	0
OTU1658	0	0 	0	0	1	0	0	0	1	0	0	0	0
OTU1659	33	33 	23	34	30	34	30	27	26	32	38	29	39
OTU1660	1	0 	1	0	0	0	1	0	0	0	0	0	0
OTU1661	0	0 	0	0	1	0	0	0	1	0	0	0	0
OTU1662	0	0 	0	1	1	0	0	0	2	0	0	0	1
OTU1663	1	2 	3	1	2	1	0	0	3	2	4	0	0
OTU1664	0	2 	2	1	1	2	0	1	2	1	1	0	0
OTU1665	2	1 	0	0	0	1	0	1	0	0	4	1	2
OTU1666	21	13 	14	12	13	13	10	8	18	12	22	15	8
OTU1667	0	0 	1	0	0	0	0	0	0	0	0	1	0
OTU1668	18	13 	10	19	11	12	23	14	23	13	24	16	20
OTU1669	0	1 	0	0	0	0	0	0	1	1	0	0	0
OTU1670	2	1 	1	1	1	0	1	0	0	1	1	1	0
OTU1671	1	1 	2	1	0	0	3	1	0	2	0	0	0
OTU1672	1	1 	0	0	3	0	1	2	1	2	0	0	1
OTU1673	0	2 	1	1	1	3	0	0	0	0	0	2	0
OTU1674	6	7 	3	2	4	11	6	8	1	2	3	3	6
OTU1675	0	0 	0	0	1	0	1	0	0	0	1	0	2
OTU1676	38	36 	24	23	23	44	20	44	18	28	32	17	25
OTU1677	1	3 	1	5	6	3	3	0	4	2	1	5	1
OTU1678	3	2 	0	2	1	2	3	2	3	2	1	0	0
OTU1679	0	0 	0	0	1	0	1	0	0	0	0	0	1
OTU1680	0	1 	0	1	0	1	0	0	0	0	1	1	1
OTU1681	0	3 	1	0	1	3	1	1	0	2	1	0	0
OTU1682	1	1 	1	0	0	1	0	0	2	1	0	1	0
OTU1683	16	6 	9	16	15	5	9	10	5	7	8	10	7
OTU1684	2	3 	12	17	13	3	14	9	14	3	19	20	14
OTU1685	1	0 	2	0	0	0	0	0	0	0	0	0	0
OTU1686	1	1 	0	1	0	0	1	0	0	1	0	1	0
OTU1687	1	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1688	4	9 	10	8	4	9	9	8	14	8	12	8	13
OTU1689	13	8 	18	8	21	10	12	6	3	6	11	6	4
OTU1690	0	1 	0	0	0	0	1	1	1	1	0	0	0
OTU1691	0	0 	1	1	0	0	0	0	0	0	0	0	3
OTU1692	1	1 	2	0	3	1	0	2	2	1	1	2	4
OTU1693	3	3 	4	8	4	2	3	2	0	4	6	2	1
OTU1694	5	7 	2	6	4	7	3	3	3	6	4	5	1
OTU1695	2	5 	2	4	0	6	2	3	6	4	0	6	4
OTU1696	0	1 	0	1	3	2	4	1	2	0	2	3	1
OTU1697	1	2 	1	1	0	3	1	1	11	0	1	0	0
OTU1698	0	1 	1	0	0	1	0	0	0	0	1	0	0
OTU1699	2	2 	0	0	1	2	1	2	0	1	1	1	0
OTU1700	2	5 	9	7	6	7	7	8	10	3	11	4	6
OTU1701	3	4 	5	2	9	5	5	4	1	2	3	5	5
OTU1702	0	1 	3	1	6	0	0	3	5	1	1	1	1
OTU1703	2	3 	0	0	0	1	1	0	0	4	0	1	2
OTU1704	2	1 	3	2	0	0	2	3	0	1	3	0	2
OTU1705	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1706	0	0 	2	0	1	0	0	0	1	0	0	0	0
OTU1707	0	1 	3	4	0	0	4	4	1	2	5	0	5
OTU1708	2	2 	3	0	1	1	1	0	0	2	2	1	0
OTU1709	7	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1710	0	0 	0	1	2	0	0	0	2	0	1	0	0
OTU1711	9	8 	8	5	5	10	14	8	9	5	2	9	4
OTU1712	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU1713	1	1 	2	3	0	1	3	1	4	0	2	5	1
OTU1714	0	0 	0	0	0	0	0	0	0	0	1	0	1
